LAST_UPDATE,MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS
2020-06-15,10470,Wakefield/Woodlawn,Bronx,455,3226.09,14103.75,15,106.35,23.5,1936
2020-06-15,10471,Fieldston/North Riverdale/Riverdale,Bronx,805,3788.72,21247.28,72,338.87,20.11,4003
2020-06-15,10472,Soundview,Bronx,1985,2922.82,67913.94,176,259.15,29.86,6647
2020-06-15,10473,Castle Hill/Clason Point/Soundview,Bronx,1943,3137.65,61925.28,127,205.09,25.97,7481
2020-06-15,10474,Hunts Point,Bronx,325,2612.95,12438.07,19,152.76,27.71,1173
2020-06-15,10475,Co-op City/Edenwald,Bronx,1718,3927.47,43743.21,166,379.49,27.11,6336
2020-06-15,11004,Bellerose/Douglaston-Little Neck,Queens,596,3177.22,18758.55,59,314.52,19.99,2982
2020-06-15,11101,Astoria (South)/Long Island City/Sunnyside,Queens,639,1815.13,35204.11,38,107.94,16.65,3837
2020-06-15,11102,Astoria (North),Queens,623,1909.12,32632.92,76,232.89,17.93,3475
2020-06-15,11103,Astoria (North)/Astoria (South),Queens,582,1590.79,36585.65,48,131.2,16.79,3467
2020-06-15,11104,Sunnyside,Queens,496,2001.96,24775.7,37,149.34,19.98,2483
2020-06-15,11105,Ditmars Steinway,Queens,494,1376.24,35894.88,42,117.01,14.76,3346
2020-06-15,11106,Astoria (South),Queens,649,1678.55,38664.4,45,116.39,18.2,3565
2020-06-15,11109,Long Island City,Queens,49,966.35,5070.64,2,39.44,9.7,505
2020-06-15,11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,711,1167.33,60908.15,87,142.84,10.65,6674
2020-06-15,11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2099,2859.97,73392.42,243,331.1,25.97,8082
2020-06-15,11204,Bensonhurst/Mapleton,Brooklyn,2043,2575.56,79322.45,139,175.23,22.32,9154
2020-06-15,11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,739,1679.04,44013.21,46,104.51,18.55,3984
2020-06-15,11206,Williamsburg (South),Brooklyn,1621,1895.98,85496.61,149,174.28,20.13,8054
2020-06-15,11207,Cypress Hills/East New York,Brooklyn,2111,2367.74,89156.75,201,225.45,24.77,8524
2020-06-15,11208,Cypress Hills/East New York,Brooklyn,2404,2514.44,95607.69,225,235.34,27.31,8804
2020-06-15,11209,Bay Ridge/Fort Hamilton,Brooklyn,1149,1712.85,67081.12,109,162.49,16.91,6793
2020-06-15,11210,Flatlands/Midwood,Brooklyn,1712,2551.82,67089.29,135,201.22,25.36,6751
2020-06-15,11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2104,2112.56,99594.67,127,127.52,17.78,11835
2020-06-15,11212,Ocean Hill-Brownsville,Brooklyn,1903,2391,79589.99,220,276.42,24.58,7741
2020-06-15,11213,Crown Heights (East),Brooklyn,1415,2196.32,64425.94,136,211.1,23.02,6147
2020-06-15,11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1558,1669.28,93333.46,176,188.57,20.76,7505
2020-06-15,11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,627,896.58,69932.3,44,62.92,12.2,5139
2020-06-15,11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,742,1336.03,55537.72,71,127.84,16.16,4593
2020-06-15,11217,Boerum Hill/Park Slope,Brooklyn,626,1318.54,47476.67,80,168.5,16.55,3782
2020-06-15,11218,Kensington/Windsor Terrace,Brooklyn,1756,2316.43,75806.47,133,175.45,22.38,7847
2020-06-15,11219,Borough Park,Brooklyn,3083,3320.12,92858.07,215,231.54,20.82,14808
2020-06-15,11220,Sunset Park,Brooklyn,1573,1597.77,98450,158,160.49,23.36,6733
2020-06-15,11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1319,1614.99,81672.44,131,160.4,19.75,6678
2020-06-15,11222,Greenpoint,Brooklyn,451,1240.74,36349.16,30,82.53,11.99,3762
2020-06-15,11223,Gravesend/Homecrest,Brooklyn,1728,2161.16,79957.11,138,172.59,23.29,7419
2020-06-15,11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1230,2764.83,44487.34,200,449.57,24.93,4933
2020-06-15,11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1164,2016.93,57711.49,130,225.26,22.41,5194
2020-06-15,11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2285,2306.65,99061.32,264,266.5,24.31,9399
2020-06-15,11228,Bath Beach/Dyker Heights,Brooklyn,679,1535.68,44215.08,77,174.15,20.45,3321
2020-06-15,11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1784,2101.07,84909.16,139,163.7,15.32,11642
2020-06-15,11230,Midwood,Brooklyn,2376,2664.7,89165.77,206,231.03,22.32,10644
2020-06-15,11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,424,1146.11,36994.7,33,89.2,14.18,2991
2020-06-15,11232,Sunset Park,Brooklyn,540,1910.08,28271.09,40,141.49,23.79,2270
2020-06-15,11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1263,1750.63,72145.54,129,178.81,23.59,5354
2020-06-15,11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2253,2363.99,95304.8,185,194.11,25.18,8949
2020-06-15,11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2055,2583.6,79540.14,278,349.51,22.29,9221
2020-06-15,11236,Canarsie,Brooklyn,2752,2841.6,96846.99,278,287.05,27.46,10021
2020-06-15,11237,Bushwick/East Williamsburg,Brooklyn,990,1952.83,50695.72,112,220.93,20.99,4717
2020-06-15,11238,Clinton Hill/Prospect Heights,Brooklyn,798,1477.35,54015.79,98,181.43,15.98,4995
2020-06-15,11239,East New York,Brooklyn,520,4189.03,12413.37,79,636.41,25.42,2046
2020-06-15,11354,Flushing/Murray Hill,Queens,1209,2177.66,55518.32,272,489.93,22.28,5426
2020-06-15,11355,Flushing/Murray Hill/Queensboro Hill,Queens,1304,1629.72,80013.97,149,186.22,26.14,4989
2020-06-15,11356,College Point,Queens,567,2431.1,23322.74,41,175.79,25.47,2226
2020-06-15,11357,Whitestone,Queens,815,2038.75,39975.56,84,210.13,21.91,3720
2020-06-15,11358,Auburndale/Murray Hill,Queens,577,1623.45,35541.5,37,104.1,20.31,2841
2020-06-15,11360,Bayside (North),Queens,318,1685.82,18863.17,16,84.82,17.38,1830
2020-06-15,11361,Bayside (North)/Bayside (South),Queens,456,1630.2,27971.99,41,146.58,19.18,2377
2020-06-15,11362,Douglaston-Little Neck,Queens,326,1837.86,17738.01,20,112.75,20.62,1581
2020-06-15,11363,Douglaston-Little Neck,Queens,98,1368.9,7159.03,4,55.87,18.25,537
2020-06-15,11364,Bayside (South)/Oakland Gardens,Queens,465,1345.39,34562.6,26,75.23,18.81,2472
2020-06-15,11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,840,1906.89,44050.79,57,129.4,21.67,3876
2020-06-15,11366,Fresh Meadows/Hillcrest,Queens,390,2830.73,13777.39,22,159.68,26.97,1446
2020-06-15,11367,Kew Gardens Hills/Pomonok,Queens,1037,2466.74,42039.24,58,137.97,24.54,4226
2020-06-15,11368,Corona/North Corona,Queens,4603,4124.77,111594.1,403,361.13,31.75,14497
2020-06-15,11369,Airport/East Elmhurst,Queens,1621,4445.7,36462.23,164,449.78,31.96,5072
2020-06-15,11370,Jackson Heights/Rikers Island,Queens,1343,4099.68,32758.65,52,158.74,30.87,4351
2020-06-15,11372,Jackson Heights,Queens,2549,4074.3,62562.88,236,377.22,28.75,8867
2020-06-15,11373,Elmhurst,Queens,3261,3511.14,92875.81,291,313.32,27.88,11695
2020-06-15,11374,Rego Park,Queens,1075,2556.62,42047.63,89,211.66,23.59,4557
2020-06-15,11375,Forest Hills,Queens,1518,2151.57,70552.99,179,253.71,22.72,6681
2020-06-15,11377,Woodside,Queens,2286,2643.74,86468.55,180,208.17,23.1,9896
2020-06-15,11378,Maspeth,Queens,747,2159.37,34593.45,66,190.79,21.59,3460
2020-06-15,11379,Middle Village,Queens,810,2237.84,36195.55,86,237.6,23.24,3486
2020-06-15,11385,Glendale/Ridgewood,Queens,2180,2117.95,102929.91,120,116.58,24.54,8885
2020-06-15,11411,Cambria Heights,Queens,686,3347.28,20494.26,37,180.54,30.45,2253
2020-06-15,11412,St. Albans,Queens,1244,3161.62,39346.92,77,195.7,29.76,4180
2020-06-15,11413,Laurelton/Rosedale,Queens,1323,3031.07,43647.97,69,158.08,29.72,4451
2020-06-15,11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,802,2837.38,28265.56,52,183.97,29.57,2712
2020-06-15,11415,Kew Gardens,Queens,536,2786.7,19234.25,45,233.96,24.26,2209
2020-06-15,11416,Ozone Park,Queens,716,2690.27,26614.42,50,187.87,29.2,2452
2020-06-15,11417,Ozone Park,Queens,890,2846.12,31270.63,38,121.52,26.5,3358
2020-06-15,11418,Richmond Hill,Queens,1102,2892,38105.16,94,246.69,28.41,3879
2020-06-15,11419,Richmond Hill/South Ozone Park,Queens,1207,2373.7,50848.81,86,169.13,28.27,4270
2020-06-15,11420,South Ozone Park,Queens,1364,2817.27,48415.71,98,202.41,29,4704
2020-06-15,11421,Woodhaven,Queens,1193,2826.38,42209.49,95,225.07,28.33,4211
2020-06-15,11422,Rosedale,Queens,980,2906.15,33721.62,41,121.58,28.41,3449
2020-06-15,11423,Hollis/Holliswood,Queens,1081,3373.79,32041.14,91,284.01,29.78,3630
2020-06-15,11426,Bellerose,Queens,498,2445.58,20363.28,29,142.41,26.6,1872
2020-06-15,11427,Bellerose/Hollis Hills/Holliswood,Queens,792,3411.97,23212.38,45,193.86,27.77,2852
2020-06-15,11428,Queens Village,Queens,678,3507.96,19327.45,40,206.96,31.32,2165
2020-06-15,11429,Queens Village,Queens,958,3417,28036.33,62,221.14,28.68,3340
2020-06-15,11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,1837,2906.86,63195.4,230,363.95,27.29,6731
2020-06-15,11433,Jamaica,Queens,955,2650.15,36035.76,76,210.9,27.34,3493
2020-06-15,11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2111,3125.74,67536.11,160,236.91,28.32,7453
2020-06-15,11435,Briarwood/Jamaica,Queens,1639,2842.34,57663.84,140,242.79,26.72,6135
2020-06-15,11436,South Jamaica/South Ozone Park,Queens,529,2542.36,20807.42,38,182.63,27.41,1930
2020-06-15,11691,Edgemere/Far Rockaway,Queens,2388,3687.52,64759.02,315,486.42,25.92,9213
2020-06-15,11692,Arverne/Edgemere,Queens,621,3086.44,20120.24,85,422.46,22.73,2732
2020-06-15,11693,Arverne/Broad Channel,Queens,330,2665.32,12381.27,26,209.99,26.57,1242
2020-06-15,11694,Belle Harbor-Neponsit/Rockaway Park,Queens,721,3541.99,20355.78,78,383.18,25.9,2784
2020-06-15,11697,Breezy Point,Queens,108,3053.7,3536.69,3,84.83,9.25,1167
2020-06-14,10001,Chelsea/NoMad/West Chelsea,Manhattan,377,1599.96,23563.03,21,89.12,13.69,2754
2020-06-14,10002,Chinatown/Lower East Side,Manhattan,1065,1387.52,76755.41,152,198.03,18.96,5616
2020-06-14,10003,East Village/Gramercy/Greenwich Village,Manhattan,453,841.98,53801.62,33,61.34,10.87,4167
2020-06-14,10004,Financial District,Manhattan,32,876.57,3650.61,1,27.39,11.07,289
2020-06-14,10005,Financial District,Manhattan,63,750.35,8396.11,2,23.82,10.02,629
2020-06-14,10006,Financial District,Manhattan,26,751.93,3457.77,0,0,9.09,286
2020-06-14,10007,TriBeCa,Manhattan,60,727.3,8249.73,3,36.36,8.63,695
2020-06-14,10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,700,1191.53,58747.99,66,112.34,13.5,5184
2020-06-14,10010,Flatiron/Gramercy/Kips Bay,Manhattan,270,834.06,32371.86,20,61.78,8.69,3106
2020-06-14,10011,Chelsea,Manhattan,523,1056.55,49500.52,37,74.75,12.01,4354
2020-06-14,10012,Greenwich Village/SoHo,Manhattan,163,679.7,23981.2,9,37.53,10.04,1624
2020-06-14,10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,262,902.48,29031.09,20,68.89,10.76,2435
2020-06-14,10014,Hudson Square/Meatpacking District/West Village,Manhattan,303,976.06,31043.16,24,77.31,11.09,2731
2020-06-14,10016,Kips Bay/Murray Hill/NoMad,Manhattan,699,1330.81,52524.35,48,91.39,12.24,5713
2020-06-14,10017,East Midtown/Murray Hill,Manhattan,144,892.9,16127.22,6,37.2,10.06,1432
2020-06-14,10018,Hell's Kitchen/Midtown Manhattan,Manhattan,205,2150.78,9531.44,3,31.47,14.29,1435
2020-06-14,10019,Hell's Kitchen/Midtown Manhattan,Manhattan,611,1503.76,40631.45,43,105.83,13.53,4516
2020-06-14,10021,Lenox Hill/Upper East Side,Manhattan,568,1285.78,44175.61,64,144.88,11.93,4762
2020-06-14,10022,East Midtown,Manhattan,341,1124.12,30334.8,26,85.71,11.08,3078
2020-06-14,10023,Lincoln Square,Manhattan,565,937.37,60274.81,52,86.27,10.57,5347
2020-06-14,10024,Upper West Side,Manhattan,710,1238.28,57337.68,68,118.6,12.88,5514
2020-06-14,10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1362,1475.09,92333.47,167,180.87,14.11,9655
2020-06-14,10026,Central Harlem (South),Manhattan,643,1647.96,39018.03,39,99.95,18.47,3482
2020-06-14,10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1040,1634.42,63631.04,103,161.87,19.73,5272
2020-06-14,10028,Upper East Side/Yorkville,Manhattan,476,968.36,49155.08,30,61.03,11.41,4171
2020-06-14,10029,East Harlem,Manhattan,1825,2314.77,78841.52,198,251.14,22.01,8290
2020-06-14,10030,Central Harlem (North),Manhattan,503,1715.44,29321.91,52,177.34,20.18,2492
2020-06-14,10031,Hamilton Heights/West Harlem,Manhattan,1331,2197.93,60556.93,120,198.16,21.15,6293
2020-06-14,10032,Washington Heights (South),Manhattan,1541,2505.99,61492.57,163,265.07,22.45,6865
2020-06-14,10033,Washington Heights (North)/Washington Heights (South),Manhattan,1363,2301.96,59210.43,114,192.53,22.27,6121
2020-06-14,10034,Inwood/Washington Heights (North),Manhattan,718,1666.91,43073.65,69,160.19,18.87,3805
2020-06-14,10035,East Harlem,Manhattan,976,2835.01,34426.65,121,351.47,22.53,4332
2020-06-14,10036,Hell's Kitchen/Midtown Manhattan,Manhattan,424,1617.63,26211.25,36,137.35,14.09,3010
2020-06-14,10037,Central Harlem (North)/East Harlem,Manhattan,548,2653.8,20649.62,67,324.46,19.13,2865
2020-06-14,10038,Chinatown/Financial District,Manhattan,255,1156.57,22047.96,29,131.53,14.8,1723
2020-06-14,10039,Central Harlem (North)/Washington Heights (South),Manhattan,519,1961.64,26457.52,59,223,21.18,2451
2020-06-14,10040,Washington Heights (North),Manhattan,1132,2526.32,44808.28,112,249.95,23.16,4888
2020-06-14,10044,Roosevelt Island,Manhattan,238,2034.14,11700.29,34,290.59,20.24,1176
2020-06-14,10065,Lenox Hill/Upper East Side,Manhattan,334,1149.29,29061.49,27,92.91,10.31,3240
2020-06-14,10069,Lincoln Square,Manhattan,54,851.99,6338.13,2,31.56,10.61,509
2020-06-14,10075,Lenox Hill/Upper East Side,Manhattan,441,1865.95,23634.14,47,198.86,15.77,2796
2020-06-14,10128,Upper East Side/Yorkville,Manhattan,637,1038.27,61351.93,37,60.31,11.48,5547
2020-06-14,10280,Battery Park City,Manhattan,53,551.01,9618.7,0,0,9.4,564
2020-06-14,10282,Battery Park City,Manhattan,70,1269.16,5515.44,15,271.96,17.07,410
2020-06-14,10301,Silver Lake/St. George,Staten Island,1189,3001.5,39613.55,100,252.44,24.24,4906
2020-06-14,10302,Elm Park,Staten Island,635,3382.34,18773.99,31,165.12,30,2117
2020-06-14,10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,880,3354.73,26231.66,43,163.92,27.77,3169
2020-06-14,10304,New Dorp/Todt Hill,Staten Island,1396,3288.67,42448.71,167,393.42,25.99,5372
2020-06-14,10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1242,2918.17,42560.99,75,176.22,24.96,4976
2020-06-14,10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1459,2717.67,53685.66,77,143.43,22.59,6458
2020-06-14,10307,Tottenville,Staten Island,379,2491.03,15214.56,14,92.02,24.9,1522
2020-06-14,10308,Great Kills,Staten Island,634,2139.34,29635.33,25,84.36,22.63,2802
2020-06-14,10309,Charleston/Prince's Bay/Woodrow,Staten Island,844,2557.19,33004.98,30,90.9,23.67,3566
2020-06-14,10310,Port Richmond/Randall Manor/West Brighton,Staten Island,718,3007.84,23870.96,33,138.24,23.71,3028
2020-06-14,10312,Annadale/Rossville,Staten Island,1504,2494.02,60304.33,59,97.84,23.76,6329
2020-06-14,10314,Bloomfield/Freshkills Park,Staten Island,2658,2926.21,90834.29,191,210.27,24.61,10799
2020-06-14,10451,Concourse/Melrose,Bronx,1615,3384.41,47718.77,154,322.72,27.05,5970
2020-06-14,10452,Concourse/Highbridge,Bronx,2422,3144.02,77035.04,158,205.1,27.1,8936
2020-06-14,10453,Morris Heights/Mount Hope/University Heights,Bronx,2385,2937.77,81184.04,158,194.62,28.27,8436
2020-06-14,10454,Mott Haven/Port Morris,Bronx,1145,2995.55,38223.41,102,266.85,24.98,4583
2020-06-14,10455,Mott Haven,Bronx,1273,3018.42,42174.38,100,237.11,27.6,4613
2020-06-14,10456,Claremont/Morrisania,Bronx,2510,2686.16,93441.91,272,291.09,25.46,9858
2020-06-14,10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2116,2833.23,74685.06,177,237,25.99,8141
2020-06-14,10458,Belmont/Fordham University/Kingsbridge,Bronx,2066,2465.17,83807.74,114,136.03,26.23,7875
2020-06-14,10459,Charlotte Gardens/Hunts Point,Bronx,1495,3091.75,48354.56,156,322.62,28.46,5253
2020-06-14,10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,1655,2754.97,60073.25,116,193.1,27.48,6022
2020-06-14,10461,Morris Park/Pelham Bay/Westchester Square,Bronx,1893,3825.82,49479.56,139,280.92,26.17,7234
2020-06-14,10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2281,2949.6,77332.41,166,214.66,25.29,9021
2020-06-14,10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2037,2857.45,71287.33,196,274.94,22.34,9118
2020-06-14,10464,City Island,Bronx,119,2733.65,4353.16,7,160.8,20.1,592
2020-06-14,10465,Country Club/Throgs Neck,Bronx,1491,3464.99,43030.43,78,181.27,24.49,6087
2020-06-14,10466,Edenwald/Wakefield,Bronx,2411,3340.88,72166.65,160,221.71,29.16,8267
2020-06-14,10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3425,3398.36,100784.05,298,295.68,28.68,11943
2020-06-14,10468,Fordham/Kingsbridge/University Heights,Bronx,2767,3608.45,76681.12,203,264.73,26.3,10521
2020-06-14,10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3027,4233.08,71508.25,327,457.29,28.49,10626
2020-06-14,10470,Wakefield/Woodlawn,Bronx,454,3219,14103.75,15,106.35,23.66,1919
2020-06-14,10471,Fieldston/North Riverdale/Riverdale,Bronx,800,3765.19,21247.28,72,338.87,20.1,3981
2020-06-14,10472,Soundview,Bronx,1984,2921.34,67913.94,176,259.15,30.03,6607
2020-06-14,10473,Castle Hill/Clason Point/Soundview,Bronx,1942,3136.04,61925.28,125,201.86,26.08,7445
2020-06-14,10474,Hunts Point,Bronx,325,2612.95,12438.07,19,152.76,27.9,1165
2020-06-14,10475,Co-op City/Edenwald,Bronx,1713,3916.04,43743.21,166,379.49,27.35,6263
2020-06-14,11004,Bellerose/Douglaston-Little Neck,Queens,596,3177.22,18758.55,59,314.52,20.07,2970
2020-06-14,11101,Astoria (South)/Long Island City/Sunnyside,Queens,637,1809.45,35204.11,38,107.94,16.72,3810
2020-06-14,11102,Astoria (North),Queens,623,1909.12,32632.92,76,232.89,18.26,3411
2020-06-14,11103,Astoria (North)/Astoria (South),Queens,580,1585.32,36585.65,48,131.2,16.93,3425
2020-06-14,11104,Sunnyside,Queens,496,2001.96,24775.7,37,149.34,20.15,2462
2020-06-14,11105,Ditmars Steinway,Queens,493,1373.45,35894.88,42,117.01,14.95,3298
2020-06-14,11106,Astoria (South),Queens,649,1678.55,38664.4,45,116.39,18.46,3515
2020-06-14,11109,Long Island City,Queens,48,946.63,5070.64,2,39.44,9.6,500
2020-06-14,11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,710,1165.69,60908.15,87,142.84,10.83,6557
2020-06-14,11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2093,2851.79,73392.42,243,331.1,26.18,7996
2020-06-14,11204,Bensonhurst/Mapleton,Brooklyn,2039,2570.52,79322.45,139,175.23,22.39,9105
2020-06-14,11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,736,1672.23,44013.21,46,104.51,18.69,3938
2020-06-14,11206,Williamsburg (South),Brooklyn,1621,1895.98,85496.61,148,173.11,20.43,7936
2020-06-14,11207,Cypress Hills/East New York,Brooklyn,2109,2365.5,89156.75,201,225.45,24.98,8444
2020-06-14,11208,Cypress Hills/East New York,Brooklyn,2401,2511.3,95607.69,225,235.34,27.56,8711
2020-06-14,11209,Bay Ridge/Fort Hamilton,Brooklyn,1143,1703.91,67081.12,109,162.49,17.08,6691
2020-06-14,11210,Flatlands/Midwood,Brooklyn,1711,2550.33,67089.29,135,201.22,25.57,6692
2020-06-14,11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2097,2105.53,99594.67,127,127.52,18.04,11621
2020-06-14,11212,Ocean Hill-Brownsville,Brooklyn,1898,2384.72,79589.99,219,275.16,24.73,7675
2020-06-14,11213,Crown Heights (East),Brooklyn,1414,2194.77,64425.94,136,211.1,23.25,6081
2020-06-14,11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1550,1660.71,93333.46,176,188.57,20.89,7419
2020-06-14,11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,626,895.15,69932.3,44,62.92,12.41,5045
2020-06-14,11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,740,1332.43,55537.72,71,127.84,16.63,4449
2020-06-14,11217,Boerum Hill/Park Slope,Brooklyn,625,1316.44,47476.67,80,168.5,16.93,3691
2020-06-14,11218,Kensington/Windsor Terrace,Brooklyn,1749,2307.19,75806.47,133,175.45,22.5,7772
2020-06-14,11219,Borough Park,Brooklyn,3076,3312.58,92858.07,215,231.54,20.92,14707
2020-06-14,11220,Sunset Park,Brooklyn,1568,1592.69,98450,158,160.49,23.53,6665
2020-06-14,11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1318,1613.76,81672.44,131,160.4,20.07,6568
2020-06-14,11222,Greenpoint,Brooklyn,450,1237.99,36349.16,30,82.53,12.29,3663
2020-06-14,11223,Gravesend/Homecrest,Brooklyn,1728,2161.16,79957.11,138,172.59,23.4,7384
2020-06-14,11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1220,2742.35,44487.34,200,449.57,24.94,4891
2020-06-14,11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1161,2011.73,57711.49,129,223.53,22.68,5120
2020-06-14,11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2280,2301.6,99061.32,264,266.5,24.56,9285
2020-06-14,11228,Bath Beach/Dyker Heights,Brooklyn,678,1533.41,44215.08,77,174.15,20.54,3301
2020-06-14,11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1783,2099.89,84909.16,139,163.7,15.38,11592
2020-06-14,11230,Midwood,Brooklyn,2373,2661.34,89165.77,206,231.03,22.42,10586
2020-06-14,11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,424,1146.11,36994.7,33,89.2,14.44,2936
2020-06-14,11232,Sunset Park,Brooklyn,540,1910.08,28271.09,40,141.49,24.05,2245
2020-06-14,11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1262,1749.24,72145.54,129,178.81,23.87,5287
2020-06-14,11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2253,2363.99,95304.8,185,194.11,25.36,8883
2020-06-14,11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2053,2581.09,79540.14,278,349.51,22.49,9129
2020-06-14,11236,Canarsie,Brooklyn,2750,2839.53,96846.99,278,287.05,27.73,9918
2020-06-14,11237,Bushwick/East Williamsburg,Brooklyn,988,1948.88,50695.72,112,220.93,21.32,4635
2020-06-14,11238,Clinton Hill/Prospect Heights,Brooklyn,795,1471.79,54015.79,98,181.43,16.28,4883
2020-06-14,11239,East New York,Brooklyn,520,4189.03,12413.37,79,636.41,25.54,2036
2020-06-14,11354,Flushing/Murray Hill,Queens,1204,2168.65,55518.32,271,488.13,22.65,5316
2020-06-14,11355,Flushing/Murray Hill/Queensboro Hill,Queens,1302,1627.22,80013.97,148,184.97,26.46,4920
2020-06-14,11356,College Point,Queens,567,2431.1,23322.74,41,175.79,25.85,2193
2020-06-14,11357,Whitestone,Queens,814,2036.24,39975.56,84,210.13,22.26,3656
2020-06-14,11358,Auburndale/Murray Hill,Queens,576,1620.64,35541.5,37,104.1,20.48,2812
2020-06-14,11360,Bayside (North),Queens,318,1685.82,18863.17,16,84.82,17.57,1810
2020-06-14,11361,Bayside (North)/Bayside (South),Queens,456,1630.2,27971.99,41,146.58,19.4,2350
2020-06-14,11362,Douglaston-Little Neck,Queens,326,1837.86,17738.01,20,112.75,20.94,1557
2020-06-14,11363,Douglaston-Little Neck,Queens,98,1368.9,7159.03,4,55.87,18.39,533
2020-06-14,11364,Bayside (South)/Oakland Gardens,Queens,465,1345.39,34562.6,26,75.23,19.05,2441
2020-06-14,11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,839,1904.62,44050.79,57,129.4,21.85,3840
2020-06-14,11366,Fresh Meadows/Hillcrest,Queens,390,2830.73,13777.39,22,159.68,27.2,1434
2020-06-14,11367,Kew Gardens Hills/Pomonok,Queens,1037,2466.74,42039.24,58,137.97,24.77,4186
2020-06-14,11368,Corona/North Corona,Queens,4586,4109.54,111594.1,401,359.34,32.06,14304
2020-06-14,11369,Airport/East Elmhurst,Queens,1619,4440.21,36462.23,164,449.78,32.15,5035
2020-06-14,11370,Jackson Heights/Rikers Island,Queens,1341,4093.57,32758.65,52,158.74,31.19,4300
2020-06-14,11372,Jackson Heights,Queens,2545,4067.91,62562.88,236,377.22,29.13,8736
2020-06-14,11373,Elmhurst,Queens,3249,3498.22,92875.81,291,313.32,28.19,11524
2020-06-14,11374,Rego Park,Queens,1074,2554.25,42047.63,89,211.66,23.76,4520
2020-06-14,11375,Forest Hills,Queens,1516,2148.74,70552.99,179,253.71,23.02,6585
2020-06-14,11377,Woodside,Queens,2279,2635.64,86468.55,179,207.01,23.38,9748
2020-06-14,11378,Maspeth,Queens,746,2156.48,34593.45,66,190.79,21.8,3422
2020-06-14,11379,Middle Village,Queens,808,2232.32,36195.55,86,237.6,23.39,3454
2020-06-14,11385,Glendale/Ridgewood,Queens,2178,2116,102929.91,120,116.58,24.92,8739
2020-06-14,11411,Cambria Heights,Queens,685,3342.4,20494.26,37,180.54,30.54,2243
