ZIP_CODE,2020-04-03,2020-04-04,2020-04-05,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22
10001,23,10,12,12,8,13,6,4,10,10,10,7,4,9,3,6,1,5,2,9,8,3,563,-552,1,1,2,1,2,3,2,3,-1,0,1,0,4,2,1,0,2,4,2,5,1,1,1,1,5,5,1,0,0,2,3,0,4,3,0,-1,2,1,3,0,0,0,2,4,2,2,1,0,0,0,2,0,0,2,0,0,0,1,1,0,3,0,1,3,0,1,3,0,0,2,1,1,4,2,0,0,0,4,1,1,0,2,1,2,0,0,0,2,0,0,0,1,2,1,-1,1,2,-1,3,4,3,-1,0,0,0,0,0,0,2,0,0,0,1,4,0,2
10002,67,24,19,45,16,35,36,8,39,15,24,67,21,19,10,17,4,13,4,23,18,6,1182,-1154,20,4,5,11,14,8,8,12,9,6,2,8,9,6,1,3,2,15,14,5,5,4,5,2,8,8,5,4,1,0,5,1,9,8,0,3,3,3,5,3,2,2,1,4,1,1,1,1,1,4,4,0,2,1,2,1,1,2,2,2,2,1,6,4,2,4,11,12,1,6,3,6,4,2,7,7,4,6,8,11,5,6,2,7,1,3,0,9,-1,0,1,1,1,4,4,4,9,4,3,8,4,3,6,5,1,1,4,3,7,5,1,1,4,1,5,2
10003,30,7,12,20,8,15,11,3,12,6,5,33,6,8,5,5,4,4,3,5,4,1,826,-816,3,1,5,2,3,4,3,3,4,1,0,3,3,1,0,6,2,2,1,1,4,1,1,2,3,2,0,0,0,1,2,3,0,0,0,1,2,-1,0,2,1,0,1,0,0,2,0,0,0,0,1,2,2,0,1,1,3,1,1,0,4,1,1,1,1,2,6,3,0,2,2,2,0,2,0,0,1,2,1,1,0,4,1,2,0,1,1,2,0,0,3,3,1,1,0,0,0,0,0,0,3,-1,1,0,2,1,1,1,1,0,0,0,0,3,4,2
10004,3,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,-1,1,61,-61,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10005,3,0,1,3,0,4,0,1,1,1,1,1,1,2,0,0,0,0,0,1,2,1,134,-133,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,1,2,1,1,0,1,0,0,2,0,0,0,0,1,1,1,1,0,1,0
10006,1,0,0,1,0,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,0,1,61,-56,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10007,2,1,0,1,0,1,1,0,2,0,1,0,1,1,2,1,1,1,0,0,4,0,140,-140,-1,0,0,0,2,2,0,-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
10009,55,17,9,36,10,25,15,1,32,8,18,63,10,14,7,17,4,8,0,17,6,8,1045,-1027,8,5,5,4,4,2,3,3,1,2,1,8,6,0,0,5,1,9,5,2,4,1,1,0,4,1,3,2,1,0,6,5,4,2,0,0,0,1,1,0,0,2,2,2,4,0,1,0,1,1,2,0,1,3,3,1,1,2,1,4,0,2,2,2,2,4,1,3,1,6,1,2,0,4,3,1,1,5,3,0,1,2,5,3,0,2,-1,4,0,3,4,0,5,2,3,1,3,3,3,3,5,1,0,0,1,2,2,1,1,0,3,0,2,2,1,2
10010,17,1,2,12,4,13,8,2,6,3,6,13,2,5,5,1,1,1,1,6,5,1,618,-610,1,1,0,2,4,3,-1,3,0,2,0,2,0,1,0,0,3,4,1,1,0,0,0,2,0,1,1,0,0,1,1,1,0,0,3,0,3,3,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,-2,3,0,1,4,0,0,1,1,1,4,0,0,1,0,0,2,4,4,1,2,1,1,1,-1,3,0,0,1,0,0,1,0,0,0,1,0,2,1,4,-1,2,1,0,2,3,2,1,0,2,0,1,0,0
10011,33,12,11,30,8,13,12,1,13,4,6,10,5,4,6,4,4,5,1,7,11,5,841,-819,1,1,1,1,5,2,3,6,2,2,1,2,0,1,1,2,1,5,2,1,4,1,0,1,6,4,1,1,1,1,3,1,3,0,0,0,1,2,0,1,2,0,0,0,1,0,0,0,0,2,1,1,0,0,1,1,3,0,0,1,0,0,4,0,0,0,1,1,2,2,1,1,0,5,4,0,3,1,3,1,1,1,5,5,1,2,2,4,-1,2,3,3,7,0,0,0,1,0,0,1,1,2,2,1,2,2,1,0,2,0,1,0,1,2,3,1
10012,9,3,5,1,2,3,5,0,2,1,2,8,4,0,1,2,2,3,0,4,5,3,333,-331,1,1,2,1,1,1,3,2,1,1,0,1,0,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3,1,2,2,1,0,1,0,1,0,1,0,0,0,1,1,1,2,0,0,1,0,2,-1,1,1,0,1,0,0,0,2,1,1,3,0,0,1,0,3,0,2,1,0,0,5,2,1,1,1,0,1,2,1,1
10013,-2,2,2,7,4,5,9,2,10,1,4,1,3,3,4,2,0,1,1,6,6,1,437,-430,6,0,3,2,2,3,0,3,5,0,1,2,1,2,3,0,4,2,5,0,2,2,1,0,2,0,1,0,1,2,-1,1,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,4,1,1,0,1,1,2,2,0,0,0,3,4,0,2,1,0,1,0,1,1,1,0,0,1,3,0,1,2,0,0,1,2,0,0,1,1,2,1,0,0,2,1,1,1,3,1,0,0,0,4,2,0,0,1,1,0,1,0,1,0,1
10014,23,5,10,8,3,9,7,2,5,1,3,7,6,1,3,0,2,1,2,2,4,3,483,-479,1,0,4,2,5,2,1,3,1,2,1,0,2,0,0,0,0,1,2,2,3,1,1,-1,1,0,1,0,1,2,2,0,1,0,2,1,1,2,0,0,1,0,0,2,1,0,1,0,0,2,1,0,3,0,1,3,0,0,0,3,1,1,1,1,0,1,3,5,1,2,0,2,0,1,2,0,0,2,2,2,1,2,-1,9,1,1,0,1,0,0,1,1,1,0,0,0,1,0,4,2,0,1,0,0,0,1,2,1,0,1,0,0,0,0,1,0
10016,7,16,13,20,10,35,23,5,18,7,12,16,10,8,8,6,4,9,5,15,4,7,1318,-1305,7,7,9,5,10,7,1,5,3,2,2,1,4,3,0,0,4,4,1,3,5,0,0,3,4,3,4,0,0,4,0,10,3,2,1,0,0,4,3,2,1,1,2,2,1,2,1,4,11,1,1,1,2,1,6,4,1,1,1,4,1,1,-2,0,3,3,2,0,2,2,3,-2,3,0,0,3,1,6,2,1,6,2,5,5,3,3,1,6,0,2,0,1,2,1,1,0,0,-1,1,2,4,1,1,0,0,4,1,3,1,2,3,1,3,5,0,0
10017,14,4,2,9,0,6,3,0,7,2,3,3,2,5,0,2,1,1,2,2,5,3,333,-329,-2,2,-1,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1,0,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10018,31,6,3,10,4,6,14,8,8,1,2,0,0,4,3,2,0,1,0,6,1,3,345,-342,4,0,0,3,-2,6,0,0,0,1,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,1,1,0,0,0,2,0,0,3,1,2,0,1,3,0,-1,2,2,1,1,0,1,1,5,1,0,3,2,2,0,-1,0,1,4,0,-3,2,-2,-4,1,5,3,1,-7,1,1,1,-1,2,3,3,2,0,1,2,1,4,0,0,2,0,-48,0,0,0,-3
10019,39,11,7,20,11,23,12,4,20,5,11,61,13,10,1,6,2,6,1,8,10,5,915,-901,8,3,8,3,7,4,3,4,2,3,0,4,5,2,4,3,0,2,4,2,0,1,1,-1,7,6,5,2,0,3,1,1,2,3,1,1,2,0,2,2,1,2,2,1,2,3,3,0,2,0,1,1,1,0,3,1,3,1,1,2,0,0,-1,2,0,2,1,4,1,4,0,1,4,1,1,2,1,-2,1,-1,2,1,3,1,1,2,1,2,0,1,-1,5,1,2,1,1,1,2,1,5,0,1,0,1,2,2,3,0,0,0,1,1,0,2,2,0
10021,47,13,11,13,3,27,25,10,26,3,11,5,7,7,9,3,0,7,5,8,7,3,1107,-1099,5,2,11,2,3,2,0,1,1,2,3,4,6,1,1,-1,3,6,3,1,1,0,1,2,4,0,1,1,0,9,1,2,2,0,2,0,4,4,2,0,1,0,1,1,0,3,1,0,0,2,0,1,1,1,2,0,0,1,1,2,2,2,0,0,0,0,0,0,0,2,1,0,5,2,2,2,3,1,1,0,1,2,1,0,1,0,-2,4,0,1,1,1,2,2,0,0,0,1,0,0,1,2,2,1,0,0,1,1,1,0,0,1,0,2,2,0
10022,25,9,2,15,8,5,15,4,13,3,9,5,2,5,4,3,1,3,0,6,8,4,728,-720,0,2,3,5,0,3,2,4,4,2,1,2,4,0,0,3,5,3,1,1,0,3,0,-1,0,1,0,0,0,0,1,1,5,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,2,0,1,2,0,1,0,1,1,0,1,0,1,2,4,0,2,1,1,1,2,2,0,2,0,0,0,0,0,1,0,1,1,0,0,2,0,2,0,2,0,1,0,2,1,1,0,1,0,3,1,0,0,0,0,1,1,0,0,0,1,0,2,3,0,1
10023,41,14,6,18,6,14,23,3,26,9,18,38,10,5,6,6,1,5,2,8,12,2,1104,-1093,7,1,4,1,5,2,2,0,4,6,0,2,2,0,2,2,1,6,1,1,4,3,3,2,3,2,2,2,2,2,0,3,3,0,0,1,1,1,0,0,2,1,1,1,0,2,1,0,2,-1,1,2,3,0,1,0,0,2,0,1,4,2,0,0,2,0,2,1,0,1,1,1,3,1,1,2,0,2,1,0,2,1,4,1,0,1,2,3,2,0,0,0,0,2,4,0,2,1,2,2,2,1,4,2,4,0,1,0,0,2,2,0,2,2,0,0
10024,51,15,13,24,11,21,19,1,21,6,14,36,11,7,12,6,4,8,9,13,9,6,1237,-1225,8,3,5,8,0,6,8,5,5,1,1,4,3,3,3,2,2,5,5,1,4,0,2,2,4,4,5,10,0,8,9,9,7,3,-1,0,4,2,5,2,3,0,1,5,4,1,6,0,5,1,2,1,3,1,4,2,0,3,0,2,6,1,2,2,2,1,6,4,0,1,2,1,2,0,0,3,0,2,3,2,3,1,1,4,1,3,3,1,0,0,4,0,1,3,1,3,0,0,2,1,1,1,0,0,1,1,4,0,3,5,3,1,0,2,1,1
10025,75,30,20,56,33,47,54,15,44,26,33,105,20,26,11,28,13,13,9,20,26,21,1950,-1913,16,9,6,20,12,5,14,5,3,7,3,8,8,8,3,4,4,2,9,2,7,5,8,12,19,29,1,3,1,10,2,5,12,5,8,8,8,7,3,13,9,3,2,4,7,4,3,2,0,3,3,1,1,2,18,3,3,4,4,2,3,7,-1,2,7,4,-3,3,1,2,1,0,3,5,4,3,2,0,7,2,1,4,1,2,0,3,0,4,-1,0,6,3,1,1,2,0,2,1,2,0,4,3,2,3,1,5,3,2,2,2,3,1,1,2,4,1
10026,40,22,9,23,11,24,19,5,29,6,20,57,9,11,10,7,10,5,2,11,10,17,832,-805,5,7,10,8,13,2,6,3,6,8,3,5,4,5,0,2,0,4,6,2,2,2,2,2,2,2,1,0,0,1,4,0,1,1,0,0,2,0,3,2,3,0,0,1,1,0,2,0,1,1,0,2,0,1,1,1,0,3,1,1,1,3,6,3,2,3,4,4,0,1,1,3,3,0,2,0,0,0,1,2,3,2,3,1,0,1,1,4,3,0,2,0,1,2,4,0,2,0,1,1,1,1,0,2,1,1,3,1,4,1,1,1,3,3,0,3
10027,54,26,17,60,19,43,30,8,49,11,9,103,13,21,7,14,7,6,4,19,24,14,1090,-1059,17,7,15,7,21,10,11,7,9,15,4,6,10,6,8,6,6,15,7,5,8,7,4,1,6,4,4,1,1,0,7,3,7,4,2,3,7,3,2,1,1,1,1,3,2,1,4,1,0,3,1,3,1,1,6,2,1,3,6,0,4,1,7,2,2,3,0,4,0,3,3,5,2,0,1,1,2,3,4,3,0,2,1,3,0,1,1,4,0,0,3,1,2,6,6,-4,0,2,2,4,3,5,3,0,2,0,1,1,0,0,1,3,2,1,2,1
10028,31,9,8,20,7,20,13,5,15,9,4,13,8,8,6,6,4,4,1,3,8,2,1003,-997,10,2,11,1,1,2,1,2,5,2,1,1,1,1,2,1,2,2,0,1,0,0,2,2,1,1,1,0,0,0,1,2,2,1,1,0,3,1,1,0,0,1,1,0,5,0,2,0,0,0,-1,0,1,0,0,0,1,0,1,2,3,0,4,3,1,1,0,0,1,0,0,1,1,0,2,4,2,1,1,0,0,-1,0,0,0,4,0,3,1,1,1,2,2,1,0,0,1,0,2,1,2,0,0,1,0,2,0,2,0,4,1,1,0,4,3,1
10029,83,48,40,83,32,104,69,20,55,29,36,148,39,34,32,20,18,22,4,64,49,31,1885,-1825,28,14,21,19,14,18,24,11,17,15,4,18,9,8,6,5,13,9,13,10,12,5,5,5,8,3,5,7,3,8,15,9,11,7,-1,-4,7,6,7,6,0,5,1,5,0,3,1,0,0,3,0,2,5,4,5,1,4,2,3,1,3,-1,1,4,6,6,4,5,1,0,2,4,1,2,4,3,4,-3,3,4,2,7,4,4,3,3,0,2,0,1,2,2,4,0,3,1,1,3,2,5,4,4,3,7,3,5,2,7,3,8,3,6,2,3,4,1
10030,29,14,15,22,8,38,22,3,20,3,9,24,10,8,5,15,5,4,1,8,6,2,504,-486,6,6,6,6,-1,5,3,2,4,4,1,3,2,2,1,1,3,5,9,3,3,6,2,0,1,0,0,1,1,0,5,1,3,1,-1,2,0,2,3,2,1,2,0,0,1,0,0,1,1,2,1,1,0,2,1,0,0,1,1,1,1,0,1,1,1,0,2,2,1,1,1,2,1,0,1,2,3,2,2,1,0,0,2,4,0,2,0,2,0,1,1,0,0,1,1,3,0,1,2,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1,1
10031,71,26,26,67,26,50,53,6,69,24,25,66,29,24,15,13,11,23,3,27,25,22,1020,-965,21,5,8,21,12,14,13,15,8,17,7,17,10,12,9,12,2,21,6,15,6,1,4,3,5,4,5,3,3,8,8,3,9,7,-1,3,10,3,2,2,6,2,3,1,7,2,2,2,2,1,1,6,3,5,2,1,4,2,3,3,2,1,8,5,5,2,3,7,0,6,2,4,2,2,0,3,1,2,1,3,3,1,2,4,0,3,0,1,1,2,2,2,4,0,2,1,1,2,5,5,5,-1,6,8,5,3,7,4,2,2,3,0,1,2,3,1
10032,81,42,17,60,35,43,43,7,92,23,24,45,37,41,21,18,7,24,5,39,39,31,1309,-1266,21,7,15,17,24,10,15,21,11,22,5,11,14,3,7,4,8,22,14,6,5,2,9,2,21,6,4,15,4,1,11,3,6,7,4,6,2,10,2,0,9,3,4,2,4,5,10,2,4,1,5,2,3,5,5,0,7,2,5,1,4,4,6,5,2,2,6,4,1,3,1,6,2,2,3,3,3,1,1,7,6,2,3,4,2,3,0,1,0,3,2,2,1,2,2,4,0,7,5,2,3,1,7,3,2,7,4,6,3,5,0,0,1,3,1,2
10033,78,24,25,48,35,47,37,2,66,17,28,29,35,31,19,16,5,11,6,42,51,26,1077,-1017,17,4,19,22,22,20,10,14,12,12,7,10,8,1,6,7,8,15,15,9,4,4,5,5,12,8,0,8,2,9,4,3,1,5,0,7,10,10,3,1,1,3,3,3,5,4,2,1,2,0,1,1,1,2,4,0,5,1,3,1,6,1,4,0,2,5,2,8,1,1,3,1,2,4,1,3,4,3,3,1,3,0,1,4,0,3,-1,2,0,1,3,4,1,0,1,0,0,5,3,3,3,1,4,3,1,6,3,2,5,5,4,6,1,3,-1,2
10034,44,17,9,34,19,42,24,3,45,8,14,16,16,21,13,6,6,13,3,26,19,9,725,-706,17,5,7,6,16,6,5,4,4,6,1,8,5,3,0,0,2,14,17,3,4,4,3,1,3,1,0,3,1,2,4,3,2,1,1,3,3,1,0,0,3,1,2,4,0,3,2,0,4,1,3,2,-1,1,2,2,1,1,2,5,4,0,3,5,1,3,0,2,3,0,1,3,1,4,4,1,1,0,1,2,1,1,2,0,0,3,0,5,2,4,1,2,8,3,2,4,1,3,2,3,4,2,3,2,2,4,1,2,0,2,2,4,0,4,5,3
10035,69,17,21,47,20,37,35,10,37,19,16,80,28,24,15,14,15,13,3,12,18,16,924,-892,12,5,5,12,4,6,11,5,11,14,2,8,5,5,3,2,14,11,9,11,1,5,5,2,4,1,2,1,1,1,0,3,3,4,0,0,3,3,3,5,1,2,0,9,3,2,3,9,14,1,1,5,1,1,2,1,1,3,1,2,1,0,5,6,1,3,3,7,4,3,0,6,3,2,1,1,3,4,4,3,0,4,3,2,1,3,2,4,1,2,3,2,0,1,1,1,1,0,1,2,4,2,2,0,2,1,3,0,1,2,0,1,1,1,2,3
10036,34,7,3,29,8,10,5,2,18,3,6,29,7,9,5,10,3,5,0,11,8,5,592,-584,3,2,4,3,2,6,2,0,1,3,1,2,2,2,3,2,2,4,2,2,0,1,1,2,2,1,2,5,1,1,1,0,1,1,0,1,3,0,2,2,0,0,0,0,0,2,4,2,11,0,1,1,0,2,3,2,2,1,1,1,0,0,1,0,0,3,0,2,0,0,1,5,2,1,1,2,0,4,3,1,2,2,1,1,1,5,-1,2,0,3,3,0,2,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,1,3,0,1
10037,-8,7,13,25,11,37,22,7,9,3,11,21,14,8,7,1,2,5,0,4,4,7,457,-437,3,3,3,2,3,6,10,2,5,4,1,0,5,2,36,19,42,17,1,0,4,6,0,-1,1,5,3,2,2,2,1,3,-1,1,3,1,0,2,1,0,1,0,1,4,-1,4,1,0,-1,0,0,1,1,1,1,0,2,0,2,1,0,0,-11,-1,0,1,-1,1,1,1,0,2,-2,-1,1,1,0,0,2,0,1,0,2,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,2,0,0,0,0,6,1
10038,17,4,4,13,4,8,9,2,14,4,4,1,0,3,2,1,1,4,0,7,1,6,344,-333,5,2,4,0,4,3,4,3,1,3,1,1,0,0,-1,1,0,3,1,1,1,0,0,1,0,4,1,2,1,0,2,0,2,0,0,2,0,0,0,1,1,0,2,2,0,0,0,1,-1,0,1,0,1,0,1,0,1,1,1,0,0,-1,-3,0,0,1,-1,2,1,1,0,2,1,-1,0,1,1,-2,0,1,0,0,2,3,0,1,-2,2,0,0,3,1,2,0,0,0,0,0,2,1,2,1,-1,2,0,1,3,1,-1,1,1,0,0,2,1,0
10039,25,6,8,23,9,27,19,10,23,2,9,21,12,9,4,5,5,6,2,13,19,10,561,-547,10,2,8,6,5,6,4,1,3,7,4,1,3,1,2,-1,-1,7,5,3,5,7,2,-1,3,3,2,0,0,6,2,2,3,1,-2,1,3,4,1,1,0,1,0,1,0,1,0,0,1,0,3,2,1,1,1,0,0,1,2,1,1,2,2,0,0,0,3,1,1,0,0,2,0,4,1,4,2,1,2,0,3,2,1,4,1,2,1,2,0,2,1,0,1,2,2,0,1,0,2,2,2,0,4,1,0,3,0,2,3,3,1,0,1,2,0,3
10040,48,22,16,35,24,46,35,3,61,14,20,23,21,17,8,13,7,23,5,24,27,18,809,-779,13,12,20,8,16,14,19,15,11,31,41,33,7,4,7,6,5,20,16,6,3,3,3,2,0,5,3,1,3,2,2,2,5,5,2,1,7,1,1,6,0,3,0,4,4,2,6,4,1,2,4,1,2,0,1,1,2,2,1,3,1,2,0,5,1,6,2,3,0,1,5,1,3,2,1,1,4,3,2,1,3,2,0,4,0,4,1,1,1,2,5,5,2,2,1,3,2,2,1,2,7,4,3,1,2,2,5,1,2,1,0,5,5,1,0,1
10044,10,4,1,4,3,10,1,2,6,2,3,5,3,1,6,8,4,2,1,8,7,4,240,-231,4,1,7,5,0,5,8,0,4,2,1,2,4,1,0,6,3,5,3,2,6,5,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
10065,37,8,5,11,5,10,10,0,9,2,6,6,3,5,5,1,0,8,0,7,5,3,788,-782,4,2,1,1,4,2,3,-1,3,2,1,5,2,0,1,0,2,6,4,1,0,0,2,1,2,-1,3,0,0,0,1,0,2,0,0,0,1,0,0,2,1,0,2,0,1,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,-1,1,1,-1,1,2,-1,2,0,0,0,-2,-2,-1,0,0,0,0,0,-1,0,1,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,1,5,1,0,2,-1,1,0,0,1,0,0,0,0,0,0,2,1,1
10069,5,0,0,3,0,1,1,0,1,0,2,1,2,2,1,1,0,1,0,1,0,0,108,-108,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
10075,28,7,9,22,6,9,11,5,5,3,9,13,7,5,1,2,3,4,5,7,3,4,680,-673,-1,0,3,2,-2,5,0,0,2,2,0,1,1,0,0,0,2,7,4,-1,2,0,0,4,2,4,8,16,6,11,3,1,0,1,0,0,3,1,3,0,0,0,-1,0,3,8,5,1,3,0,1,0,1,2,1,1,0,0,0,1,-1,-2,-5,-5,-1,2,0,2,1,1,-1,-3,-1,0,0,0,0,-4,0,0,0,1,-1,-1,2,0,2,1,-1,0,-2,-1,0,1,0,1,0,3,1,1,-1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3
10128,55,8,6,25,11,35,22,10,12,7,21,29,7,9,7,13,2,10,1,11,12,4,1317,-1310,10,0,1,1,3,2,2,3,7,2,2,2,8,4,4,6,2,3,3,0,2,2,1,0,2,3,1,1,2,1,3,2,3,2,1,0,1,0,1,2,0,0,2,1,0,1,2,0,-1,2,0,0,3,0,1,1,2,1,1,2,2,2,4,0,2,0,0,4,0,2,0,1,0,3,0,0,0,4,2,2,2,0,3,3,1,2,0,0,0,1,2,2,2,2,1,2,0,2,0,0,1,2,0,0,0,3,2,1,1,-1,0,0,0,2,1,0
10280,2,0,1,3,0,2,2,0,0,1,2,1,1,0,0,0,0,1,0,0,2,0,112,-112,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
10282,7,2,2,4,0,1,4,0,3,4,2,1,1,1,3,0,0,2,0,1,0,3,128,-128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10301,60,18,25,46,33,100,67,14,55,34,33,18,38,23,22,45,16,26,6,25,35,19,1386,-1364,8,9,12,6,11,7,8,4,13,10,4,12,8,6,2,2,0,3,11,3,2,1,1,5,9,7,8,14,1,2,8,1,9,4,0,0,1,1,4,4,0,0,2,3,3,2,2,1,16,2,4,1,4,2,3,0,1,1,2,4,1,2,0,3,2,7,2,2,0,1,-1,2,1,0,3,3,0,0,0,3,2,2,3,2,0,4,0,1,0,1,1,0,2,1,2,2,1,-1,2,3,1,1,1,3,2,2,2,1,1,5,0,0,0,3,0,4
